"Last_Name","Name","Pos","Team","Num","feet","inches","Weight","DOB","Pos_r","Cm","Kg","Dob","Age","Cm_j"
"Ealy"," Jerrion","WR","KC",89,5,8,187,"8/19/00","WR-TE",172.72,85,2000-08-19,23,172.81
"East"," Nathan","LB","LAC",46,6,1,229,NA,"LB",185.42,104.09,NA,NA,185.67
"Ebiketie"," Arnold","LB","ATL",47,6,3,256,"1/24/99","LB",190.5,116.36,1999-01-24,24.6,186.8
"Ebner"," Trestan","RB","CHI",25,5,11,206,"1/2/99","RB-FB",180.34,93.64,1999-01-02,24.6,179.1
"Ebukam"," Samson","DE","IND",52,6,3,240,"5/9/95","DL-DE",190.5,109.09,1995-05-09,28.3,190.57
"Echols"," Brandin","CB","NYJ",26,5,10,175,"10/16/97","DB-CB-S",177.8,79.55,1997-10-16,25.8,175.2
"Edmonds"," Chase","RB","TB",22,5,9,205,"4/13/96","RB-FB",175.26,93.18,1996-04-13,27.3,176.14
"Edmunds"," Terrell","S","PHI",26,6,1,217,"1/20/97","DB-CB-S",185.42,98.64,1997-01-20,26.6,187.46
"Edmunds"," Tremaine","LB","CHI",49,6,5,250,"5/2/98","LB",195.58,113.64,1998-05-02,25.3,197.26
"Edoga"," Chuma","G","DAL",71,6,3,308,"5/25/97","OL-G-C",190.5,140,1997-05-25,26.2,189.5
"Edwards"," Bryan","WR","NO",11,6,3,215,"11/13/98","WR-TE",190.5,97.73,1998-11-13,24.7,193.76
"Edwards"," David","G","BUF",76,6,6,308,"3/20/97","OL-G-C",198.12,140,1997-03-20,26.4,197.62
"Edwards"," Gus","RB","BAL",35,6,1,238,"4/13/95","RB-FB",185.42,108.18,1995-04-13,28.3,181.86
"Edwards"," Mike","S","KC",21,5,10,205,"5/18/96","DB-CB-S",177.8,93.18,1996-05-18,27.2,178.71
"Edwards"," T.J.","LB","CHI",53,6,1,242,"8/12/96","LB",185.42,110,1996-08-12,27,186.63
"Edwards Jr."," Mario","DE","SEA",97,6,3,280,"4/19/94","DL-DE",190.5,127.27,1994-04-19,29.3,190.8
"Edwards-Helaire"," Clyde","RB","KC",25,5,7,207,"4/11/99","RB-FB",170.18,94.09,1999-04-11,24.3,171.66
"Eguavoen"," Sam","LB","NYJ",NA,6,1,236,"2/22/93","LB",185.42,107.27,1993-02-22,30.5,184.6
"Ehlinger"," Sam","QB","IND",4,6,1,222,"9/30/98","QB",185.42,100.91,1998-09-30,24.9,186.21
"Eichenberg"," Liam","OL","MIA",74,6,5,306,"1/19/98","OL-G-C",195.58,139.09,1998-01-19,25.6,195.99
"Eifler"," Milo","LB","WAS",46,6,2,225,"2/13/98","LB",187.96,102.27,1998-02-13,25.5,188.1
"Eiland"," Greg","T","SEA",75,6,8,321,"2/1/98","OL-G-C",203.2,145.91,1998-02-01,25.5,202.46
"Eiselen"," Dieter","OL","CHI",60,6,4,320,"6/10/96","OL-G-C",193.04,145.45,1996-06-10,27.2,192.12
"Ekeler"," Austin","RB","LAC",30,5,10,200,"5/17/95","RB-FB",177.8,90.91,1995-05-17,28.2,180.6
"Ekiyor"," Emil","G","IND",66,6,2,317,"1/22/00","OL-G-C",187.96,144.09,2000-01-22,23.6,188.63
"Ekuale"," Daniel","DT","NE",95,6,3,305,"1/13/94",NA,190.5,138.64,1994-01-13,29.6,190.42
"Ekwonu"," Ikem","T","CAR",79,6,4,320,"10/31/00","OL-G-C",193.04,145.45,2000-10-31,22.8,193.05
"Elam"," Kaiir","CB","BUF",24,6,1,191,"5/5/01","DB-CB-S",185.42,86.82,2001-05-05,22.3,185.76
"Eley"," Ace","LB","CAR",43,6,3,233,"10/22/98","LB",190.5,105.91,1998-10-22,24.8,190.1
"Elflein"," Pat","C","ARI",NA,6,3,305,"7/6/94","OL-G-C",190.5,138.64,1994-07-06,29.1,187.09
"Ellefson"," Ben","TE","MIN",82,6,3,250,"9/1/96","WR-TE",190.5,113.64,1996-09-01,26.9,190.37
"Elliott"," DeShon","S","MIA",21,6,1,210,"4/21/97","DB-CB-S",185.42,95.45,1997-04-21,26.3,186.89
"Elliott"," Jake","K","PHI",4,5,9,167,"1/21/95","S.TEAMS",175.26,75.91,1995-01-21,28.6,177.55
"Elliott"," Jordan","DT","CLE",96,6,4,303,"11/23/97",NA,193.04,137.73,1997-11-23,25.7,192.67
"Ellis"," Justin","DT","ATL",NA,6,2,334,"12/27/90",NA,187.96,151.82,1990-12-27,32.6,188.86
"Ellis"," Tino","CB","MIA",34,6,1,195,"10/15/97","DB-CB-S",185.42,88.64,1997-10-15,25.8,184.48
"Elliss"," Christian","LB","PHI",53,6,3,231,"1/2/99","LB",190.5,105,1999-01-02,24.6,189.42
"Elliss"," Kaden","LB","ATL",55,6,2,238,"7/10/95","LB",187.96,108.18,1995-07-10,28.1,186.09
"Elliss"," Noah","DT","PHI",61,6,4,346,"3/31/99",NA,193.04,157.27,1999-03-31,24.4,196.18
"Eluemunor"," Jermaine","G","LV",72,6,4,345,"12/13/94","OL-G-C",193.04,156.82,1994-12-13,28.7,191.32
"Emerson Jr."," Martin","CB","CLE",23,6,2,201,"9/27/00","DB-CB-S",187.96,91.36,2000-09-27,22.9,190.72
"Emili"," Prince","DT","NO",57,6,2,300,"9/18/98",NA,187.96,136.36,1998-09-18,24.9,186.93
"Empey"," James","C","GB",66,6,3,297,"10/27/96","OL-G-C",190.5,135,1996-10-27,26.8,189.59
"Enagbare"," Kingsley","LB","GB",55,6,4,258,"1/18/00","LB",193.04,117.27,2000-01-18,23.6,193.42
"Enechukwu"," Ikenna","DL","ATL",79,6,4,266,"1/24/00","DL-DE",193.04,120.91,2000-01-24,23.6,190.48
"Engram"," Evan","TE","JAC",17,6,3,240,"9/2/94","WR-TE",190.5,109.09,1994-09-02,28.9,190.21
"Epenesa"," A.J.","DE","BUF",57,6,6,260,"9/15/98","DL-DE",198.12,118.18,1998-09-15,24.9,199.83
"Epps"," Marcus","S","LV",1,6,1,191,"1/27/96","DB-CB-S",185.42,86.82,1996-01-27,27.5,182.85
"Erickson"," Alex","WR","NYJ",39,6,0,195,"11/6/92","WR-TE",182.88,88.64,1992-11-06,30.8,183.05
"Ertz"," Zach","TE","ARI",86,6,5,250,"11/10/90","WR-TE",195.58,113.64,1990-11-10,32.8,196.1
"Erving"," Cameron","T","CAR",75,6,5,315,"8/23/92","OL-G-C",195.58,143.18,1992-08-23,31,194.81
"Eskridge"," Dee","WR","SEA",1,5,9,190,"3/23/97","WR-TE",175.26,86.36,1997-03-23,26.4,175.74
"Etienne Jr."," Travis","RB","JAC",1,5,10,215,"1/26/99","RB-FB",177.8,97.73,1999-01-26,24.5,177.14
"Eubanks"," Nick","TE","IND",NA,6,5,256,"11/21/96","WR-TE",195.58,116.36,1996-11-21,26.7,197.1
"Evans"," Akayleb","CB","MIN",21,6,2,198,"6/22/99","DB-CB-S",187.96,90,1999-06-22,24.1,187.43
"Evans"," Chris","HB","CIN",25,5,11,215,"10/5/97","RB-FB",180.34,97.73,1997-10-05,25.9,179.99
"Evans"," Darren","DB","NYG",NA,6,3,174,"2/21/98","DB-CB-S",190.5,79.09,1998-02-21,25.5,189.85
"Evans"," Darrynton","RB","BAL",NA,5,10,203,"7/9/98","RB-FB",177.8,92.27,1998-07-09,25.1,178.08
"Evans"," Ethan","P","LAR",42,6,4,235,"7/19/01","S.TEAMS",193.04,106.82,2001-07-19,22.1,193.67
"Evans"," Justin","S","PHI",30,6,0,199,"8/26/95","DB-CB-S",182.88,90.45,1995-08-26,28,182.25
"Evans"," Mike","WR","TB",13,6,5,231,"8/21/93","WR-TE",195.58,105,1993-08-21,30,197.36
"Evans"," Zach","RB","LAR",21,6,0,215,"5/30/01","RB-FB",182.88,97.73,2001-05-30,22.2,182.34
"Evans II"," Mark","T","NO",73,6,4,295,NA,"OL-G-C",193.04,134.09,NA,NA,193.33
"Everett"," Gerald","TE","LAC",7,6,3,250,"6/25/94","WR-TE",190.5,113.64,1994-06-25,29.1,191.45
"Eze"," Obinna","T","DET",65,6,8,315,"6/12/98","OL-G-C",203.2,143.18,1998-06-12,25.2,201.96
"Ezeike"," Michael","TE","LAC",46,6,5,241,"9/17/00","WR-TE",195.58,109.55,2000-09-17,22.9,193.97
"Ezeudu"," Joshua","OL","NYG",75,6,4,308,"9/19/99","OL-G-C",193.04,140,1999-09-19,23.9,190.96
"Ezukanma"," Erik","WR","MIA",18,6,2,206,"1/25/00","WR-TE",187.96,93.64,2000-01-25,23.5,188.98
"Faalele"," Daniel","OT","BAL",77,6,8,380,"11/9/99","OL-G-C",203.2,172.73,1999-11-09,23.8,204.38
"Facyson"," Brandon","CB","LV",31,6,2,197,"9/8/94","DB-CB-S",187.96,89.55,1994-09-08,28.9,186.74
"Fagot"," Diego","LB","NE",NA,6,3,245,"12/30/97","LB",190.5,111.36,1997-12-30,25.6,188.58
"Fairbairn"," Ka'imi","K","HOU",15,6,0,183,"1/29/94","S.TEAMS",182.88,83.18,1994-01-29,29.5,182.51
"Fant"," George","OT","HOU",NA,6,5,322,"7/19/92","OL-G-C",195.58,146.36,1992-07-19,31.1,194.61
"Fant"," Noah","TE","SEA",87,6,4,249,"11/20/97","WR-TE",193.04,113.18,1997-11-20,25.7,191.7
"Fant"," Princeton","TE","DAL",48,6,2,235,"3/11/99","WR-TE",187.96,106.82,1999-03-11,24.4,191.12
"Faoliu"," Austin","NT","SEA",64,6,3,292,"1/9/99","DL-DE",190.5,132.73,1999-01-09,24.6,189.9
"Farley"," Caleb","CB","TEN",3,6,2,197,"11/2/98","DB-CB-S",187.96,89.55,1998-11-02,24.8,189.42
"Farmer"," Andrew","LB","LAC",92,6,4,250,"1/1/02","LB",193.04,113.64,2002-01-01,21.6,192.83
"Farniok"," Matt","G","DAL",68,6,5,311,"9/26/97","OL-G-C",195.58,141.36,1997-09-26,25.9,195.97
"Farrell"," Luke","TE","JAC",89,6,5,250,"10/14/97","WR-TE",195.58,113.64,1997-10-14,25.8,194.23
"Farrell Jr."," Neil","DT","LV",92,6,4,325,"9/9/98",NA,193.04,147.73,1998-09-09,24.9,194.9
"Fatukasi"," Folorunso","DL","JAC",94,6,4,318,"3/4/95","DL-DE",193.04,144.55,1995-03-04,28.4,194.49
"Fatukasi"," Olakunle","LB","NE",47,6,2,240,"6/11/99","LB",187.96,109.09,1999-06-11,24.2,188.91
"Feeney"," Dan","OL","MIA",67,6,4,310,"5/29/94","OL-G-C",193.04,140.91,1994-05-29,29.2,192.54
"Fehoko"," Breiden","NT","PIT",96,6,3,300,"10/15/96","DL-DE",190.5,136.36,1996-10-15,26.8,190.19
"Fehoko"," Simi","WR","DAL",81,6,3,220,"11/5/97","WR-TE",190.5,100,1997-11-05,25.8,190.17
"Fehoko Jr."," Viliami","DE","DAL",93,6,4,267,"12/16/99","DL-DE",193.04,121.36,1999-12-16,23.7,190.16
"Feiler"," Matt","OL","TB",71,6,6,330,"7/7/92","OL-G-C",198.12,150,1992-07-07,31.1,198.19
"Feliciano"," Jon","OL","SF",55,6,4,325,"2/10/92","OL-G-C",193.04,147.73,1992-02-10,31.5,190.45
"Felton Jr."," Demetric","RB","CLE",25,5,9,190,"7/16/98","RB-FB",175.26,86.36,1998-07-16,25.1,178.12
"Fenton"," Rashad","CB","ARI",24,5,11,193,"2/17/97","DB-CB-S",180.34,87.73,1997-02-17,26.5,177.68
"Ferentz"," James","OL","NE",65,6,2,300,"6/5/89","OL-G-C",187.96,136.36,1989-06-05,34.2,186.79
"Ferguson"," Blake","LS","MIA",44,6,3,240,"4/21/97","S.TEAMS",190.5,109.09,1997-04-21,26.3,190.7
"Ferguson"," Jake","TE","DAL",87,6,5,244,"1/18/99","WR-TE",195.58,110.91,1999-01-18,24.6,191.73
"Ferguson"," Reid","LS","BUF",69,6,2,235,"3/24/94","S.TEAMS",187.96,106.82,1994-03-24,29.4,186.51
"Fernea"," Ethan","WR","IND",84,5,11,195,"3/2/98","WR-TE",180.34,88.64,1998-03-02,25.4,180.26
"Ferrell"," Clelin","DL","SF",94,6,4,265,"5/17/97","DL-DE",193.04,120.45,1997-05-17,26.2,192.24
"Fields"," Damarcus","CB","WAS",38,6,0,200,"3/11/98","DB-CB-S",182.88,90.91,1998-03-11,25.4,183.29
"Fields"," Justin","QB","CHI",1,6,3,228,"3/5/99","QB",190.5,103.64,1999-03-05,24.4,189.52
"Fields II"," Tony","LB","CLE",42,6,0,222,"6/18/99","LB",182.88,100.91,1999-06-18,24.2,182.83
"Filiaga"," Chuck","G","NO",NA,6,6,321,"2/22/98","OL-G-C",198.12,145.91,1998-02-22,25.5,199.24
"Finley"," A.J.","DB","LAC",NA,6,3,205,NA,"DB-CB-S",190.5,93.18,NA,NA,189.23
"Firkser"," Anthony","TE","NE",86,6,2,241,"2/19/95","WR-TE",187.96,109.55,1995-02-19,28.5,191.01
"Fisher"," Joey","OL","SF",66,6,4,296,"11/11/99","OL-G-C",193.04,134.55,1999-11-11,23.8,192.31
"Fisk"," Tucker","TE","ATL",43,6,4,285,"1/19/99","WR-TE",193.04,129.55,1999-01-19,24.6,192.46
"Fitzpatrick"," Dez","WR","PIT",82,6,2,208,"12/17/97","WR-TE",187.96,94.55,1997-12-17,25.7,188.29
"FitzPatrick"," John","TE","ATL",87,6,7,250,"3/9/00","WR-TE",200.66,113.64,2000-03-09,23.4,200.94
"Fitzpatrick"," Minkah","S","PIT",39,6,1,207,"11/17/96","DB-CB-S",185.42,94.09,1996-11-17,26.7,186.74
"Flannigan-Fowles"," Demetrius","LB","SF",45,6,2,223,"9/4/96","LB",187.96,101.36,1996-09-04,26.9,187.2
"Fleming"," Cameron","OT","DEN",73,6,5,320,"9/3/92","OL-G-C",195.58,145.45,1992-09-03,30.9,194.29
"Flott"," Cor'Dale","DB","NYG",28,6,1,175,"8/24/01","DB-CB-S",185.42,79.55,2001-08-24,22,186.35
"Flowers"," Dallis","CB","IND",33,6,1,196,"6/4/97","DB-CB-S",185.42,89.09,1997-06-04,26.2,185.35
"Flowers"," Tre","CB","ATL",33,6,3,200,"6/2/95","DB-CB-S",190.5,90.91,1995-06-02,28.2,190
"Flowers"," Zay","WR","BAL",4,5,9,182,"9/11/00","WR-TE",175.26,82.73,2000-09-11,22.9,176.2
"Floyd"," Leonard","DE","BUF",56,6,3,240,"9/8/92","DL-DE",190.5,109.09,1992-09-08,30.9,189.02
"Folk"," Nick","K","NE",6,6,1,222,"11/5/84","S.TEAMS",185.42,100.91,1984-11-05,38.8,186.03
"Forbes"," Drew","G","CLE",70,6,5,308,"1/18/97","OL-G-C",195.58,140,1997-01-18,26.6,196.69
"Forbes"," Emmanuel","CB","WAS",13,6,0,180,"1/13/01","DB-CB-S",182.88,81.82,2001-01-13,22.6,181.97
"Ford"," Cody","OT","CIN",61,6,3,329,"12/28/96","OL-G-C",190.5,149.55,1996-12-28,26.6,188.66
"Ford"," Isaiah","WR","CHI",NA,6,2,195,"2/9/96","WR-TE",187.96,88.64,1996-02-09,27.5,187.96
"Ford"," Jerome","RB","CLE",34,5,10,210,"9/12/99","RB-FB",177.8,95.45,1999-09-12,23.9,177.04
"Ford"," Jonathan","DL","GB",99,6,5,338,"9/29/98","DL-DE",195.58,153.64,1998-09-29,24.9,195.41
"Ford"," Mike","CB","CLE",28,6,0,195,"8/4/95","DB-CB-S",182.88,88.64,1995-08-04,28,180.85
"Ford"," Poona","DT","BUF",98,5,11,310,"11/19/95",NA,180.34,140.91,1995-11-19,27.7,179.7
"Ford"," Rudy","S","GB",20,6,0,210,"11/1/94","DB-CB-S",182.88,95.45,1994-11-01,28.8,184.64
"Ford"," Tyrell","CB","GB",40,5,11,188,"3/3/98","DB-CB-S",180.34,85.45,1998-03-03,25.4,177.82
"Ford-Wheaton"," Bryce","WR","NYG",6,6,3,224,"3/9/00","WR-TE",190.5,101.82,2000-03-09,23.4,191.27
"Foreman"," D'Onta","RB","CHI",21,6,0,235,"4/24/96","RB-FB",182.88,106.82,1996-04-24,27.3,182.75
"Forrest"," Darrick","S","WAS",22,5,11,200,"5/22/99","DB-CB-S",180.34,90.91,1999-05-22,24.2,182.34
"Forristall"," Miller","TE","CLE",NA,6,5,245,"3/11/98","WR-TE",195.58,111.36,1998-03-11,25.4,196.81
"Forsyth"," Alex","C","DEN",76,6,4,312,"2/13/99","OL-G-C",193.04,141.82,1999-02-13,24.5,191.01
"Forsythe"," Stone","OT","SEA",78,6,8,307,"12/29/97","OL-G-C",203.2,139.55,1997-12-29,25.6,202.27
"Fortner"," Luke","OL","JAC",79,6,6,307,"5/15/98","OL-G-C",198.12,139.55,1998-05-15,25.2,198.93
"Fortson"," Jody","TE","KC",88,6,4,226,"12/7/95","WR-TE",193.04,102.73,1995-12-07,27.7,191.16
"Foskey"," Isaiah","DE","NO",55,6,5,265,"10/30/00","DL-DE",195.58,120.45,2000-10-30,22.8,195.76
"Fotheringham"," Cole","TE","LV",85,6,4,245,"10/11/97","WR-TE",193.04,111.36,1997-10-11,25.8,196.34
"Fotu"," Leki","DT","ARI",95,6,5,334,"8/23/98",NA,195.58,151.82,1998-08-23,25,196.21
"Fountain"," Daurice","WR","CHI",82,6,1,210,"12/22/95","WR-TE",185.42,95.45,1995-12-22,27.6,182.7
"Fowler Jr."," Dante","DE","DAL",56,6,3,261,"8/3/94","DL-DE",190.5,118.64,1994-08-03,29,190.11
"Fox"," Jack","P","DET",3,6,2,224,"9/1/96","S.TEAMS",187.96,101.82,1996-09-01,26.9,188.34
"Fox"," Morgan","DL","LAC",56,6,3,275,"9/12/94","DL-DE",190.5,125,1994-09-12,28.9,192.18
"Fox"," Tomon","LB","NYG",49,6,3,260,"3/16/98","LB",190.5,118.18,1998-03-16,25.4,190.02
"Fraboni"," Mitchell","LS","DEN",48,6,2,223,"10/28/96","S.TEAMS",187.96,101.36,1996-10-28,26.8,186.59
"Francis"," Cobi","CB","HOU",38,5,11,193,"9/6/98","DB-CB-S",180.34,87.73,1998-09-06,24.9,182.24
"Franklin"," Benjie","DB","SEA",NA,6,0,172,"10/22/96","DB-CB-S",182.88,78.18,1996-10-22,26.8,183.18
"Franklin"," Zaire","LB","IND",44,6,0,235,"7/2/96","LB",182.88,106.82,1996-07-02,27.1,182.74
"Franklin Jr."," Sam","S","CAR",42,6,3,210,"2/2/96","DB-CB-S",190.5,95.45,1996-02-02,27.5,191.36
"Franklin-Myers"," John","DL","NYJ",91,6,4,288,"9/26/96","DL-DE",193.04,130.91,1996-09-26,26.9,194.13
"Franks"," Feleipe","TE","ATL",15,6,6,234,"12/22/97","WR-TE",198.12,106.36,1997-12-22,25.6,195.4
"Freeland"," Blake","OT","IND",73,6,7,312,"5/3/00","OL-G-C",200.66,141.82,2000-05-03,23.3,200.29
"Freeman"," Royce","RB","LAR",NA,6,0,238,"2/24/96","RB-FB",182.88,108.18,1996-02-24,27.5,182.51
"Freiermuth"," Pat","TE","PIT",88,6,5,258,"10/25/98","WR-TE",195.58,117.27,1998-10-25,24.8,194.35
"French"," Wesley","C","IND",62,6,4,307,"11/30/96","OL-G-C",193.04,139.55,1996-11-30,26.7,189.82
"Fries"," Will","G","IND",75,6,6,309,"4/4/98","OL-G-C",198.12,140.45,1998-04-04,25.4,200.12
"Froholdt"," Hjalte","OL","ARI",72,6,5,310,"8/20/96","OL-G-C",195.58,140.91,1996-08-20,27,195.79
"Fromm"," Jake","QB","WAS",11,6,2,215,"7/30/98","QB",187.96,97.73,1998-07-30,25,186.41
"Fry"," Elliott","K","DEN",NA,6,0,170,"12/12/94","S.TEAMS",182.88,77.27,1994-12-12,28.7,182.13
"Frye"," Adrian","DB","NO",44,6,0,205,NA,"DB-CB-S",182.88,93.18,NA,NA,183.38
"Fryfogle"," Ty","WR","KC",13,6,1,208,"1/28/99","WR-TE",185.42,94.55,1999-01-28,24.5,187.08
"Fuller"," Jordan","DB","LAR",4,6,2,203,"3/4/98","DB-CB-S",187.96,92.27,1998-03-04,25.4,187.18
"Fuller"," Kendall","CB","WAS",29,5,11,198,"2/13/95","DB-CB-S",180.34,90,1995-02-13,28.5,178.58
"Fuller"," Kyle","C","DEN",55,6,4,315,"3/4/94","OL-G-C",193.04,143.18,1994-03-04,29.4,193.23
"Fulton"," Kristian","CB","TEN",26,5,11,197,"9/3/98","DB-CB-S",180.34,89.55,1998-09-03,24.9,180.24
"Fumagalli"," Troy","TE","SF",47,6,6,248,"2/17/95","WR-TE",198.12,112.73,1995-02-17,28.5,195.64
"Funk"," Jake","RB","IND",37,5,10,205,"1/11/98","RB-FB",177.8,93.18,1998-01-11,25.6,176.84
"Gabbert"," Blaine","QB","KC",9,6,4,233,"10/15/89","QB",193.04,105.91,1989-10-15,33.8,192.86
"Gage"," Russell","WR","TB",3,6,0,185,"1/22/96","WR-TE",182.88,84.09,1996-01-22,27.6,181
"Gaines"," Greg","DL","TB",96,6,1,312,"5/6/96","DL-DE",185.42,141.82,1996-05-06,27.3,183.88
"Gaines"," Innis","S","GB",38,6,1,202,"8/29/98","DB-CB-S",185.42,91.82,1998-08-29,25,185.8
"Gaines II"," Jon","OL","ARI",59,6,4,303,"5/24/00","OL-G-C",193.04,137.73,2000-05-24,23.2,191.8
"Gainwell"," Kenneth","RB","PHI",14,5,9,200,"3/14/99","RB-FB",175.26,90.91,1999-03-14,24.4,173.99
"Gallimore"," Neville","DT","DAL",96,6,2,302,"1/17/97",NA,187.96,137.27,1997-01-17,26.6,187.19
"Gallup"," Michael","WR","DAL",13,6,1,198,"4/4/96","WR-TE",185.42,90,1996-04-04,27.4,186.8
"Galvin"," Connor","OL","DET",76,6,7,293,"3/11/00","OL-G-C",200.66,133.18,2000-03-11,23.4,200.05
"Gano"," Graham","K","NYG",9,6,2,202,"4/9/87","S.TEAMS",187.96,91.82,1987-04-09,36.4,188.18
"Garbers"," Chase","QB","LV",15,6,2,215,"6/6/99","QB",187.96,97.73,1999-06-06,24.2,187.65
"Garcia"," Elijah","DL","DEN",95,6,5,302,"3/11/98","DL-DE",195.58,137.27,1998-03-11,25.4,194.97
"Garcia"," Max","G","NO",NA,6,4,309,"11/9/91","OL-G-C",193.04,140.45,1991-11-09,31.8,193.01
"Gardeck"," Dennis","LB","ARI",45,6,0,232,"8/9/94","LB",182.88,105.45,1994-08-09,29,182.68
"Gardner"," Don","CB","TB",36,6,1,180,"12/9/97","DB-CB-S",185.42,81.82,1997-12-09,25.7,183.98
"Gardner"," Ferrod","S","WAS",48,6,1,215,"3/26/97","DB-CB-S",185.42,97.73,1997-03-26,26.4,183.97
"Gardner"," Sauce","CB","NYJ",1,6,3,200,"8/31/00","DB-CB-S",190.5,90.91,2000-08-31,22.9,189.9
"Gardner-Johnson"," C.J.","DB","DET",2,5,11,208,"12/20/97","DB-CB-S",180.34,94.55,1997-12-20,25.6,179.04
"Garner"," Mekhi","CB","PHI",43,6,2,212,"1/11/00","DB-CB-S",187.96,96.36,2000-01-11,23.6,188.91
"Garoppolo"," Jimmy","QB","LV",10,6,2,225,"11/2/91","QB",187.96,102.27,1991-11-02,31.8,187.8
"Garrett"," Myles","DE","CLE",95,6,4,272,"12/29/95","DL-DE",193.04,123.64,1995-12-29,27.6,193.05
"Garror"," Eric","DB","TEN",33,5,8,174,NA,"DB-CB-S",172.72,79.09,NA,NA,172.8
"Gary"," Rashan","LB","GB",52,6,5,277,"12/3/97","LB",195.58,125.91,1997-12-03,25.7,192.93
"Gaskin"," Myles","RB","MIA",37,5,10,194,"2/15/97","RB-FB",177.8,88.18,1997-02-15,26.5,176.48
"Gates"," DeMarquis","LB","CHI",43,6,2,221,"3/7/96","LB",187.96,100.45,1996-03-07,27.4,187.52
"Gates"," Nick","C","WAS",63,6,5,312,"11/27/95","OL-G-C",195.58,141.82,1995-11-27,27.7,196.02
"Gathings"," Izaiah","WR","KC",NA,6,4,222,"9/18/00","WR-TE",193.04,100.91,2000-09-18,22.9,194.03
"Gay"," Matt","K","IND",7,6,0,232,"3/15/94","S.TEAMS",182.88,105.45,1994-03-15,29.4,183.4
"Gay"," Willie","LB","KC",50,6,1,243,"2/15/98","LB",185.42,110.45,1998-02-15,25.5,186.24
"Gaye"," Ali","DE","HOU",73,6,6,265,"11/29/98","DL-DE",198.12,120.45,1998-11-29,24.7,196.37
"Gaziano"," Joe","DL","ATL",99,6,4,275,"9/27/96","DL-DE",193.04,125,1996-09-27,26.9,193.35
"Geiger"," Kaylon","WR","TB",80,5,10,180,"11/1/97","WR-TE",177.8,81.82,1997-11-01,25.8,175.87
"Gentry"," Zach","TE","PIT",81,6,8,265,"9/10/96","WR-TE",203.2,120.45,1996-09-10,26.9,202.39
"George"," Allan","CB","CIN",42,5,11,191,"7/16/99","DB-CB-S",180.34,86.82,1999-07-16,24.1,181.99
"Gesicki"," Mike","TE","NE",88,6,6,250,"10/3/95","WR-TE",198.12,113.64,1995-10-03,27.9,196.18
"Gholston"," William","DE","TB",NA,6,6,281,"7/31/91","DL-DE",198.12,127.73,1991-07-31,32,202.28
"Gibbens"," Jack","LB","TEN",50,6,3,242,"11/24/98","LB",190.5,110,1998-11-24,24.7,192.38
"Gibbs"," Jahmyr","RB","DET",26,5,9,199,"3/20/02","RB-FB",175.26,90.45,2002-03-20,21.4,174.37
"Gibson"," Antonio","RB","WAS",24,6,2,220,"6/23/98","RB-FB",187.96,100,1998-06-23,25.1,189.82
"Gifford"," Luke","LB","TEN",57,6,3,243,"8/28/95","LB",190.5,110.45,1995-08-28,28,189.28
"Gilbert"," Mark","DB","MIA",NA,6,1,192,"6/1/97","DB-CB-S",185.42,87.27,1997-06-01,26.2,183.6
"Gilbert"," Ulysees","LB","TB",57,6,0,230,"8/9/97","LB",182.88,104.55,1997-08-09,26,182.97
"Gilbert"," Zyon","CB","NYG",38,6,1,182,"2/4/99","DB-CB-S",185.42,82.73,1999-02-04,24.5,183.91
"Gill"," Cam","LB","TB",49,6,3,240,"12/14/97","LB",190.5,109.09,1997-12-14,25.7,193.55
"Gill"," Trenton","P","CHI",16,6,4,219,"1/1/99","S.TEAMS",193.04,99.55,1999-01-01,24.6,192.95
"Gillan"," Jamie","P","NYG",6,6,1,207,"7/4/97","S.TEAMS",185.42,94.09,1997-07-04,26.1,186.5
"Gillespie"," Tyree","S","HOU",43,6,0,207,"9/5/97","DB-CB-S",182.88,94.09,1997-09-05,25.9,182.85
"Gilliam"," Nate","G","CIN",66,6,5,300,"7/6/97","OL-G-C",195.58,136.36,1997-07-06,26.1,195.21
"Gilliam"," Reggie","FB","BUF",41,6,0,244,"8/20/97","RB-FB",182.88,110.91,1997-08-20,26,183.41
"Gillikin"," Blake","P","NO",5,6,2,196,"1/21/98","S.TEAMS",187.96,89.09,1998-01-21,25.6,186.04
"Gilman"," Alohi","S","LAC",32,5,10,201,"9/17/97","DB-CB-S",177.8,91.36,1997-09-17,25.9,178.81
"Gilmore"," Stephon","CB","DAL",21,6,0,190,"9/19/90","DB-CB-S",182.88,86.36,1990-09-19,32.9,182.52
"Gilmore"," Steven","CB","DET",36,6,0,174,"9/17/99","DB-CB-S",182.88,79.09,1999-09-17,23.9,184.38
"Gindorff"," Noah","TE","SEA",46,6,6,267,"2/12/99","WR-TE",198.12,121.36,1999-02-12,24.5,200.03
"Gipson"," Trevis","DL","CHI",99,6,4,263,"6/13/97","DL-DE",193.04,119.55,1997-06-13,26.2,192.06
"Gipson"," Xavier","WR","NYJ",82,5,9,189,"3/8/01","WR-TE",175.26,85.91,2001-03-08,22.4,172.89
"Gipson Sr."," Tashaun","S","SF",31,6,1,212,"8/7/90","DB-CB-S",185.42,96.36,1990-08-07,33,184.26
"Givens"," Kevin","DL","SF",90,6,1,285,"3/1/97","DL-DE",185.42,129.55,1997-03-01,26.5,188.14
"Glaser"," Chris","OL","NYJ",64,6,4,306,"10/1/99","OL-G-C",193.04,139.09,1999-10-01,23.9,193.49
